createTime|dependencyTime|personId|loanId|loanAmount|balance|loanUsage|interestRate|org
1672394817239|1627128521664|15393162796283|4919338167972144886|47049772.0|47049772.0|medical expenses|0.07|Kabbage
1672407709477|1618181882209|13194139539625|4919338167972143419|47664308.0|47664308.0|business ventures|0.063|RealtyMogul
1672408724807|1628272857259|15393162794279|4919338167972142187|49124763.0|49124763.0|vacations|0.028|Fundrise
1672412510488|1585492537668|2199023262786|4919338167972144641|11720874.0|11720874.0|debt consolidation|0.035|Kabbage
1672414843905|1634635513332|17592186046430|4919338167972137630|92817581.0|92817581.0|funerals|0.061|Avant
1672419150127|1609525233822|8796093022283|4919338167972135027|75602932.0|75602932.0|debt consolidation|0.075|Prosper
1672419263743|1621317747879|13194139541107|4919338167972145422|34663964.0|34663964.0|funerals|0.026|Upgrade
1672419329988|1620751748727|13194139538206|4919338167972141461|25692501.0|25692501.0|major purchases|0.061|TD Bank
1672423216236|1635595769110|17592186046886|4919338167972138249|473330.0|473330.0|medical expenses|0.02|Patch of Land
1672424364683|1582252322004|4593|4919338167972141060|27413839.0|27413839.0|major purchases|0.087|Upgrade
1672424670398|1630060010398|15393162796428|4919338167972145095|51039237.0|51039237.0|major purchases|0.027|Capital One
1672432339409|1628592152232|15393162794473|4919338167972142477|63297933.0|63297933.0|major purchases|0.037|Patch of Land
1672435415220|1623320019655|13194139534389|4919338167972136375|54681260.0|54681260.0|education|0.014|Bank of America
1672437566012|1639456795228|19791209305632|4919338167972142559|58216822.0|58216822.0|debt consolidation|0.047|Citibank
1672445006951|1601355261214|6597069770640|4919619642948850943|40255012.0|40255012.0|medical expenses|0.035|OnDeck
1672445982650|1632910234832|17592186045484|4919619642948847017|26832327.0|26832327.0|education|0.005|Peerform
1672448180728|1638413212860|19791209303694|4919619642948850568|45161928.0|45161928.0|medical expenses|0.093|Navy Federal Credit Union
1672460255376|1624052700113|15393162789893|4919619642948846957|16199728.0|16199728.0|business ventures|0.017|Peerform
1672464894609|1585174687582|2199023257961|4919619642948848820|21278934.0|21278934.0|business ventures|0.084|PNC Bank
1672484166728|1631062606842|17592186046783|4919619642948848762|58951588.0|58951588.0|weddings|0.083|Peerform
1672485794362|1631034634426|17592186044864|4919619642948846173|13635859.0|13635859.0|education|0.087|Marcus by Goldman Sachs
1672486073972|1606581650816|8796093028680|4919619642948854275|24212727.0|24212727.0|other|0.084|Peerform
1672492218528|1635297817691|17592186050164|4919619642948853320|61552037.0|61552037.0|investing|0.057|Peerform
1672494533279|1637526328499|19791209301043|4919619642948847026|52048224.0|52048224.0|other|0.028|Fundrise
1672494586261|1637858318105|19791209306782|4919619642948854759|85566055.0|85566055.0|medical expenses|0.096|Rocket Loans
1672499248471|1584625318525|2199023259229|4919619642948850488|97161061.0|97161061.0|medical expenses|0.099|Capital One
1672500726610|1595015331709|4398046516488|4919619642948852795|52046075.0|52046075.0|medical expenses|0.087|Citibank
1672501089253|1634135802573|17592186046603|4919619642948848498|76788687.0|76788687.0|other|0.018|Roofstock
1672502380793|1623270206628|13194139535421|4919619642948848400|91199075.0|91199075.0|business ventures|0.071|Capital One
1672509418057|1639542003838|19791209300893|4919619642948846810|81932326.0|81932326.0|investing|0.074|OneMain Financial
1672521303539|1618331307840|13194139540256|4919619642948854920|51942338.0|51942338.0|weddings|0.015|US Bank
1672522363877|1604379020657|8796093029838|4919619642948855851|89317610.0|89317610.0|medical expenses|0.003|Capital One
1672528350439|1594978091053|4398046511287|4919619642948845835|92575015.0|92575015.0|investing|0.077|TD Bank
